Kernel Interface table
Iface      MTU    RX-OK RX-ERR RX-DRP RX-OVR    TX-OK TX-ERR TX-DRP TX-OVR Flg
s1-eth95  1500   236980      0      0 0        230023      0      0      0 BMRU
s1-eth96  1500   271104      0      0 0        264076      0      0      0 BMRU
s1-eth97  1500   262077      0      0 0        254080      0      0      0 BMRU
s1-eth98  1500   286301      0      0 0        277506      0      0      0 BMRU
s1-eth99  1500   277755      0      0 0        271393      0      0      0 BMRU
s1-eth10  1500   299913      0      0 0        293534      0      0      0 BMRU
s1-eth10  1500 26454036      0      0 0      27296600      0      0      0 BMRU
Kernel Interface table
Iface      MTU    RX-OK RX-ERR RX-DRP RX-OVR    TX-OK TX-ERR TX-DRP TX-OVR Flg
enp0s31f  1500   956482      0      0 0        115880      0      0      0 BMRU
lo       65536   665882      0      0 0        665882      0      0      0 LRU
s1-eth1   1500   565003      0      0 0        557221      0      0      0 BMRU
s1-eth2   1500   377186      0      0 0        370286      0      0      0 BMRU
s1-eth3   1500   382777      0      0 0        373607      0      0      0 BMRU
s1-eth4   1500   381094      0      0 0        375388      0      0      0 BMRU
s1-eth5   1500   337063      0      0 0        331330      0      0      0 BMRU
s1-eth6   1500   311828      0      0 0        304317      0      0      0 BMRU
s1-eth7   1500   309075      0      0 0        302480      0      0      0 BMRU
s1-eth8   1500   319755      0      0 0        310965      0      0      0 BMRU
s1-eth9   1500   320635      0      0 0        311508      0      0      0 BMRU
s1-eth10  1500   295839      0      0 0        286844      0      0      0 BMRU
s1-eth11  1500   304392      0      0 0        295309      0      0      0 BMRU
s1-eth12  1500   314747      0      0 0        307079      0      0      0 BMRU
s1-eth13  1500   293063      0      0 0        281968      0      0      0 BMRU
s1-eth14  1500   284252      0      0 0        276146      0      0      0 BMRU
s1-eth15  1500   285440      0      0 0        277179      0      0      0 BMRU
s1-eth16  1500   292018      0      0 0        283954      0      0      0 BMRU
s1-eth17  1500   286356      0      0 0        277073      0      0      0 BMRU
s1-eth18  1500   295810      0      0 0        289841      0      0      0 BMRU
s1-eth19  1500   294924      0      0 0        285129      0      0      0 BMRU
s1-eth20  1500   279334      0      0 0        272274      0      0      0 BMRU
s1-eth21  1500   289903      0      0 0        280567      0      0      0 BMRU
s1-eth22  1500   276707      0      0 0        270240      0      0      0 BMRU
s1-eth23  1500   310877      0      0 0        303706      0      0      0 BMRU
s1-eth24  1500   293626      0      0 0        284160      0      0      0 BMRU
s1-eth25  1500   287972      0      0 0        280619      0      0      0 BMRU
s1-eth26  1500   287339      0      0 0        279568      0      0      0 BMRU
s1-eth27  1500   281340      0      0 0        274967      0      0      0 BMRU
s1-eth28  1500   281631      0      0 0        274090      0      0      0 BMRU
s1-eth29  1500   278364      0      0 0        269179      0      0      0 BMRU
s1-eth30  1500   279774      0      0 0        269657      0      0      0 BMRU
s1-eth31  1500   282412      0      0 0        274560      0      0      0 BMRU
s1-eth32  1500   284837      0      0 0        273460      0      0      0 BMRU
s1-eth33  1500   282795      0      0 0        276154      0      0      0 BMRU
s1-eth34  1500   269049      0      0 0        259205      0      0      0 BMRU
s1-eth35  1500   288689      0      0 0        278439      0      0      0 BMRU
s1-eth36  1500   270697      0      0 0        262129      0      0      0 BMRU
s1-eth37  1500   275204      0      0 0        267743      0      0      0 BMRU
s1-eth38  1500   284542      0      0 0        274360      0      0      0 BMRU
s1-eth39  1500   286930      0      0 0        276023      0      0      0 BMRU
s1-eth40  1500   276000      0      0 0        268527      0      0      0 BMRU
s1-eth41  1500   287105      0      0 0        277503      0      0      0 BMRU
s1-eth42  1500   274531      0      0 0        266468      0      0      0 BMRU
s1-eth43  1500   273935      0      0 0        266760      0      0      0 BMRU
s1-eth44  1500   277510      0      0 0        265982      0      0      0 BMRU
s1-eth45  1500   275251      0      0 0        267529      0      0      0 BMRU
s1-eth46  1500   274059      0      0 0        263949      0      0      0 BMRU
s1-eth47  1500   275436      0      0 0        265820      0      0      0 BMRU
s1-eth48  1500   287439      0      0 0        277886      0      0      0 BMRU
s1-eth49  1500   266131      0      0 0        260061      0      0      0 BMRU
s1-eth50  1500   272507      0      0 0        263760      0      0      0 BMRU
s1-eth51  1500   289721      0      0 0        278424      0      0      0 BMRU
s1-eth52  1500   270478      0      0 0        262678      0      0      0 BMRU
s1-eth53  1500   271617      0      0 0        261913      0      0      0 BMRU
s1-eth54  1500   282160      0      0 0        273704      0      0      0 BMRU
s1-eth55  1500   274228      0      0 0        263335      0      0      0 BMRU
s1-eth56  1500   276645      0      0 0        270481      0      0      0 BMRU
s1-eth57  1500   267223      0      0 0        258769      0      0      0 BMRU
s1-eth58  1500   266163      0      0 0        260122      0      0      0 BMRU
s1-eth59  1500   257074      0      0 0        249632      0      0      0 BMRU
s1-eth60  1500   268374      0      0 0        259443      0      0      0 BMRU
s1-eth61  1500   272779      0      0 0        264316      0      0      0 BMRU
s1-eth62  1500   269573      0      0 0        262016      0      0      0 BMRU
s1-eth63  1500   272541      0      0 0        264146      0      0      0 BMRU
s1-eth64  1500   276509      0      0 0        267312      0      0      0 BMRU
s1-eth65  1500   268629      0      0 0        260154      0      0      0 BMRU
s1-eth66  1500   260225      0      0 0        252506      0      0      0 BMRU
s1-eth67  1500   277797      0      0 0        269429      0      0      0 BMRU
s1-eth68  1500   262589      0      0 0        253802      0      0      0 BMRU
s1-eth69  1500   276517      0      0 0        268788      0      0      0 BMRU
s1-eth70  1500   265935      0      0 0        259576      0      0      0 BMRU
s1-eth71  1500   276177      0      0 0        266813      0      0      0 BMRU
s1-eth72  1500   266009      0      0 0        256305      0      0      0 BMRU
s1-eth73  1500   267213      0      0 0        258087      0      0      0 BMRU
s1-eth74  1500   298050      0      0 0        288990      0      0      0 BMRU
s1-eth75  1500   270336      0      0 0        261402      0      0      0 BMRU
s1-eth76  1500   276301      0      0 0        268164      0      0      0 BMRU
s1-eth77  1500   292181      0      0 0        283110      0      0      0 BMRU
s1-eth78  1500   268238      0      0 0        259679      0      0      0 BMRU
s1-eth79  1500   273282      0      0 0        264540      0      0      0 BMRU
s1-eth80  1500   270649      0      0 0        262307      0      0      0 BMRU
s1-eth81  1500   275756      0      0 0        265119      0      0      0 BMRU
s1-eth82  1500   287275      0      0 0        279214      0      0      0 BMRU
s1-eth83  1500   273277      0      0 0        265577      0      0      0 BMRU
s1-eth84  1500   278310      0      0 0        270159      0      0      0 BMRU
s1-eth85  1500   270334      0      0 0        259955      0      0      0 BMRU
s1-eth86  1500   281345      0      0 0        271987      0      0      0 BMRU
s1-eth87  1500   279488      0      0 0        271194      0      0      0 BMRU
s1-eth88  1500   275014      0      0 0        266757      0      0      0 BMRU
s1-eth89  1500   275277      0      0 0        266228      0      0      0 BMRU
s1-eth90  1500   263650      0      0 0        255134      0      0      0 BMRU
s1-eth91  1500   287268      0      0 0        278384      0      0      0 BMRU
s1-eth92  1500   274687      0      0 0        266488      0      0      0 BMRU
s1-eth93  1500   267225      0      0 0        259751      0      0      0 BMRU
s1-eth94  1500   278409      0      0 0        270692      0      0      0 BMRU
s1-eth95  1500   249323      0      0 0        242076      0      0      0 BMRU
s1-eth96  1500   282032      0      0 0        274611      0      0      0 BMRU
s1-eth97  1500   273776      0      0 0        265439      0      0      0 BMRU
s1-eth98  1500   298445      0      0 0        289351      0      0      0 BMRU
s1-eth99  1500   288247      0      0 0        281641      0      0      0 BMRU
s1-eth10  1500   313072      0      0 0        306383      0      0      0 BMRU
s1-eth10  1500 27802502      0      0 0      28680754      0      0      0 BMRU
Kernel Interface table
Iface      MTU    RX-OK RX-ERR RX-DRP RX-OVR    TX-OK TX-ERR TX-DRP TX-OVR Flg
enp0s31f  1500   957648      0      0 0        115906      0      0      0 BMRU
lo       65536   668180      0      0 0        668180      0      0      0 LRU
s1-eth1   1500   592088      0      0 0        584147      0      0      0 BMRU
s1-eth2   1500   393025      0      0 0        385722      0      0      0 BMRU
s1-eth3   1500   402870      0      0 0        393474      0      0      0 BMRU
s1-eth4   1500   404392      0      0 0        398547      0      0      0 BMRU
s1-eth5   1500   353591      0      0 0        347681      0      0      0 BMRU
s1-eth6   1500   327576      0      0 0        319258      0      0      0 BMRU
s1-eth7   1500   324675      0      0 0        317262      0      0      0 BMRU
s1-eth8   1500   340674      0      0 0        331824      0      0      0 BMRU
s1-eth9   1500   335927      0      0 0        326567      0      0      0 BMRU
s1-eth10  1500   311232      0      0 0        301369      0      0      0 BMRU
s1-eth11  1500   317490      0      0 0        308085      0      0      0 BMRU
s1-eth12  1500   332347      0      0 0        324570      0      0      0 BMRU
s1-eth13  1500   308080      0      0 0        296729      0      0      0 BMRU
s1-eth14  1500   299246      0      0 0        290652      0      0      0 BMRU
s1-eth15  1500   300805      0      0 0        292309      0      0      0 BMRU
s1-eth16  1500   309703      0      0 0        301407      0      0      0 BMRU
s1-eth17  1500   301721      0      0 0        292295      0      0      0 BMRU
s1-eth18  1500   310913      0      0 0        304460      0      0      0 BMRU
s1-eth19  1500   311174      0      0 0        300801      0      0      0 BMRU
s1-eth20  1500   294462      0      0 0        287264      0      0      0 BMRU
s1-eth21  1500   306828      0      0 0        297204      0      0      0 BMRU
s1-eth22  1500   292173      0      0 0        285438      0      0      0 BMRU
s1-eth23  1500   326008      0      0 0        318732      0      0      0 BMRU
s1-eth24  1500   309093      0      0 0        299411      0      0      0 BMRU
s1-eth25  1500   305207      0      0 0        297274      0      0      0 BMRU
s1-eth26  1500   302595      0      0 0        294386      0      0      0 BMRU
s1-eth27  1500   298146      0      0 0        291565      0      0      0 BMRU
s1-eth28  1500   290052      0      0 0        282195      0      0      0 BMRU
s1-eth29  1500   293277      0      0 0        283900      0      0      0 BMRU
s1-eth30  1500   294885      0      0 0        284500      0      0      0 BMRU
s1-eth31  1500   298140      0      0 0        289863      0      0      0 BMRU
s1-eth32  1500   299766      0      0 0        288243      0      0      0 BMRU
s1-eth33  1500   297880      0      0 0        290920      0      0      0 BMRU
s1-eth34  1500   284152      0      0 0        273484      0      0      0 BMRU
s1-eth35  1500   303774      0      0 0        293281      0      0      0 BMRU
s1-eth36  1500   285720      0      0 0        276232      0      0      0 BMRU
s1-eth37  1500   290141      0      0 0        282281      0      0      0 BMRU
s1-eth38  1500   299311      0      0 0        288965      0      0      0 BMRU
s1-eth39  1500   301640      0      0 0        290390      0      0      0 BMRU
s1-eth40  1500   290943      0      0 0        283341      0      0      0 BMRU
s1-eth41  1500   302395      0      0 0        292148      0      0      0 BMRU
s1-eth42  1500   289494      0      0 0        281257      0      0      0 BMRU
s1-eth43  1500   288595      0      0 0        281234      0      0      0 BMRU
s1-eth44  1500   292788      0      0 0        280626      0      0      0 BMRU
s1-eth45  1500   290400      0      0 0        282314      0      0      0 BMRU
s1-eth46  1500   289126      0      0 0        278550      0      0      0 BMRU
s1-eth47  1500   290659      0      0 0        280800      0      0      0 BMRU
s1-eth48  1500   302415      0      0 0        292764      0      0      0 BMRU
s1-eth49  1500   280930      0      0 0        274619      0      0      0 BMRU
s1-eth50  1500   287537      0      0 0        278137      0      0      0 BMRU
s1-eth51  1500   304991      0      0 0        292962      0      0      0 BMRU
s1-eth52  1500   285756      0      0 0        277215      0      0      0 BMRU
s1-eth53  1500   286692      0      0 0        276512      0      0      0 BMRU
s1-eth54  1500   298105      0      0 0        289105      0      0      0 BMRU
s1-eth55  1500   289830      0      0 0        278521      0      0      0 BMRU
s1-eth56  1500   292000      0      0 0        285393      0      0      0 BMRU
s1-eth57  1500   282095      0      0 0        273568      0      0      0 BMRU
s1-eth58  1500   280867      0      0 0        274748      0      0      0 BMRU
s1-eth59  1500   271694      0      0 0        263857      0      0      0 BMRU
s1-eth60  1500   283375      0      0 0        273693      0      0      0 BMRU
s1-eth61  1500   287590      0      0 0        279005      0      0      0 BMRU
s1-eth62  1500   284578      0      0 0        276807      0      0      0 BMRU
s1-eth63  1500   287642      0      0 0        278765      0      0      0 BMRU
s1-eth64  1500   291305      0      0 0        281987      0      0      0 BMRU
s1-eth65  1500   283700      0      0 0        275046      0      0      0 BMRU
s1-eth66  1500   274909      0      0 0        266904      0      0      0 BMRU
s1-eth67  1500   292534      0      0 0        283821      0      0      0 BMRU
s1-eth68  1500   277667      0      0 0        268714      0      0      0 BMRU
s1-eth69  1500   291301      0      0 0        283489      0      0      0 BMRU
s1-eth70  1500   280804      0      0 0        274123      0      0      0 BMRU
s1-eth71  1500   290965      0      0 0        281468      0      0      0 BMRU
s1-eth72  1500   281088      0      0 0        270811      0      0      0 BMRU
s1-eth73  1500   282448      0      0 0        273183      0      0      0 BMRU
s1-eth74  1500   313293      0      0 0        303673      0      0      0 BMRU
s1-eth75  1500   284435      0      0 0        275329      0      0      0 BMRU
s1-eth76  1500   290949      0      0 0        282662      0      0      0 BMRU
s1-eth77  1500   307197      0      0 0        296948      0      0      0 BMRU
s1-eth78  1500   283267      0      0 0        273865      0      0      0 BMRU
s1-eth79  1500   288437      0      0 0        279564      0      0      0 BMRU
s1-eth80  1500   276806      0      0 0        268242      0      0      0 BMRU
s1-eth81  1500   291272      0      0 0        280465      0      0      0 BMRU
s1-eth82  1500   294569      0      0 0        286243      0      0      0 BMRU
s1-eth83  1500   288091      0      0 0        280245      0      0      0 BMRU
s1-eth84  1500   293250      0      0 0        284895      0      0      0 BMRU
s1-eth85  1500   285709      0      0 0        275013      0      0      0 BMRU
s1-eth86  1500   296175      0      0 0        285946      0      0      0 BMRU
s1-eth87  1500   295208      0      0 0        286602      0      0      0 BMRU
s1-eth88  1500   291268      0      0 0        282549      0      0      0 BMRU
s1-eth89  1500   290626      0      0 0        281339      0      0      0 BMRU
s1-eth90  1500   277906      0      0 0        268933      0      0      0 BMRU
s1-eth91  1500   302487      0      0 0        293518      0      0      0 BMRU
s1-eth92  1500   289310      0      0 0        280659      0      0      0 BMRU
s1-eth93  1500   282421      0      0 0        274796      0      0      0 BMRU
s1-eth94  1500   293836      0      0 0        285934      0      0      0 BMRU
s1-eth95  1500   266474      0      0 0        258718      0      0      0 BMRU
s1-eth96  1500   297521      0      0 0        289528      0      0      0 BMRU
s1-eth97  1500   289814      0      0 0        280810      0      0      0 BMRU
s1-eth98  1500   313745      0      0 0        304348      0      0      0 BMRU
s1-eth99  1500   304536      0      0 0        297040      0      0      0 BMRU
